Country,AlphaNumISO,CCC_IEATrade_Code,CCC_IEATrade_Name,Units,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Albania,ALB008,A.1.1.12,Tobacco,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,3000.0,7000.0,24550.0,39030.0,12120.0,900.0,2570.0,2360.0,100.0,1567.0,315.0,771.0,2223.0,2305.0,3234.0,2950.0,11451.0,3998.0,3999.0,4242.0,3469.0,4391.0,4067.0,4512.0,3276.0,3689.0,3982.0,,,,
Algeria,DZA012,A.1.1.12,Tobacco,tonnes,3803.0,2940.0,6028.0,9924.0,18101.0,13194.0,7078.0,12229.0,22289.0,15041.0,19026.0,13942.0,20892.0,18202.0,13374.0,19389.0,27918.0,11152.0,21852.0,20111.0,10398.0,8861.0,14847.0,23784.0,30660.0,27353.0,10649.0,9007.0,18251.0,22778.0,17944.0,19037.0,15793.0,14163.0,15106.0,12265.0,19862.0,19525.0,18818.0,19429.0,15530.0,24578.0,29771.0,25354.0,,,,
American Samoa,ASM016,A.1.1.12,Tobacco,tonnes,18.0,20.0,30.0,40.0,55.0,65.0,80.0,70.0,76.0,97.0,82.0,94.0,102.0,101.0,127.0,124.0,127.0,250.0,940.0,150.0,170.0,1141.0,500.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,90.0,13.0,11.0,6.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,
Angola,AGO024,A.1.1.12,Tobacco,tonnes,847.0,770.0,378.0,446.0,341.0,440.0,450.0,450.0,2092.0,1288.0,2134.0,1994.0,1300.0,1400.0,1869.0,2342.0,2300.0,1438.0,2000.0,2300.0,2400.0,1400.0,1800.0,1200.0,1180.0,2800.0,4600.0,4270.0,3590.0,5605.0,4640.0,4400.0,2554.0,2769.0,3203.0,3428.0,3811.0,2175.0,3595.0,3221.0,3356.0,4865.0,4593.0,6397.0,,,,
Antigua and Barbuda,ATG028,A.1.1.12,Tobacco,tonnes,17.0,19.0,21.0,19.0,13.0,16.0,17.0,20.0,23.0,57.0,152.0,63.0,80.0,80.0,107.0,85.0,91.0,91.0,105.0,102.0,100.0,136.0,24.0,39.0,72.0,66.0,14.0,44.0,23.0,135.0,102.0,92.0,95.0,15.0,7.0,93.0,50.0,45.0,14.0,28.0,7.0,91.0,117.0,57.0,,,,
Argentina,ARG032,A.1.1.12,Tobacco,tonnes,485.0,693.0,301.0,337.0,306.0,200.0,134.0,192.0,349.0,461.0,1839.0,2079.0,316.0,545.0,544.0,454.0,96.0,233.0,138.0,126.0,793.0,2145.0,1799.0,4288.0,2356.0,6276.0,6280.0,6013.0,4356.0,7427.0,3819.0,5665.0,5456.0,5310.0,7585.0,7908.0,8267.0,8074.0,10855.0,9577.0,9872.0,11660.0,17177.0,11714.0,,,,
Armenia,ARM051,A.1.1.12,Tobacco,tonnes,,,,,,,,,,,,,,,,,,,,,,,4300.0,3671.0,4100.0,2134.0,2306.0,2541.0,2000.0,6337.0,2890.0,4591.0,3961.0,5014.0,5141.0,5109.0,6364.0,7420.0,5769.0,4825.0,5650.0,6478.0,7090.0,13547.0,,,,
Aruba,ABW533,A.1.1.12,Tobacco,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,235.0,256.0,226.0,258.0,102.0,255.0,90.0,140.0,995.0,415.0,358.0,492.0,229.0,2689.0,1558.0,1431.0,2086.0,2365.0,1806.0,1980.0,2111.0,2592.0,3061.0,4129.0,4200.0,5807.0,4074.0,,,,
Australia,AUS036,A.1.1.12,Tobacco,tonnes,16853.0,15641.0,14466.0,12664.0,15386.0,15811.0,16574.0,12389.0,14868.0,12845.0,13489.0,14726.0,12778.0,12717.0,12861.0,11780.0,12107.0,14062.0,12955.0,12102.0,10491.0,11897.0,12275.0,12050.0,13189.0,15135.0,17663.0,15909.0,12620.0,16546.0,14227.0,15476.0,23739.0,25155.0,14392.0,15822.0,23498.0,24620.0,17046.0,22109.0,21128.0,19740.0,16261.0,17851.0,,,,
Austria,AUT040,A.1.1.12,Tobacco,tonnes,12628.0,13375.0,14047.0,13257.0,17738.0,12922.0,11261.0,14491.0,14246.0,14453.0,12642.0,14593.0,12170.0,12239.0,10802.0,12426.0,12361.0,12301.0,11224.0,11648.0,12249.0,14803.0,13561.0,12868.0,14188.0,10541.0,9614.0,11284.0,13228.0,14470.0,18025.0,24381.0,31892.0,33087.0,33597.0,31135.0,30643.0,33309.0,24430.0,22081.0,23388.0,23049.0,21699.0,15506.0,,,,
Azerbaijan,AZE031,A.1.1.12,Tobacco,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,3300.0,800.0,1200.0,1100.0,6000.0,5676.0,3866.0,9375.0,8128.0,6648.0,8145.0,12962.0,12536.0,17528.0,16255.0,15631.0,15074.0,15228.0,14498.0,14273.0,,,,
Bahamas,BHS044,A.1.1.12,Tobacco,tonnes,338.0,257.0,259.0,283.0,256.0,167.0,235.0,174.0,159.0,175.0,273.0,189.0,372.0,298.0,282.0,207.0,172.0,168.0,173.0,210.0,185.0,227.0,153.0,392.0,182.0,131.0,144.0,126.0,105.0,245.0,374.0,291.0,226.0,255.0,291.0,255.0,230.0,233.0,255.0,535.0,430.0,481.0,586.0,488.0,,,,
Bahrain,BHR048,A.1.1.12,Tobacco,tonnes,1194.0,1281.0,1293.0,1532.0,1577.0,1857.0,2010.0,2073.0,2335.0,5903.0,2237.0,1802.0,1099.0,1293.0,1264.0,992.0,888.0,1142.0,823.0,872.0,783.0,837.0,814.0,987.0,465.0,485.0,682.0,1410.0,919.0,909.0,1239.0,1262.0,1497.0,1444.0,1770.0,1965.0,1781.0,2035.0,1518.0,2349.0,3242.0,6712.0,5353.0,17261.0,,,,
Bangladesh,BGD050,A.1.1.12,Tobacco,tonnes,0.0,0.0,0.0,9925.0,9701.0,8309.0,4849.0,7787.0,2593.0,1075.0,927.0,568.0,646.0,268.0,475.0,373.0,140.0,720.0,1749.0,1203.0,935.0,711.0,1658.0,1791.0,2402.0,1711.0,3293.0,5198.0,5151.0,3045.0,4575.0,5830.0,7642.0,7314.0,5115.0,3414.0,7095.0,6334.0,3566.0,2181.0,1822.0,2314.0,2102.0,1976.0,,,,
Barbados,BRB052,A.1.1.12,Tobacco,tonnes,196.0,165.0,196.0,275.0,255.0,292.0,262.0,240.0,246.0,282.0,270.0,294.0,287.0,273.0,265.0,171.0,349.0,157.0,184.0,184.0,180.0,153.0,124.0,163.0,166.0,178.0,195.0,196.0,124.0,215.0,201.0,206.0,193.0,208.0,155.0,209.0,228.0,143.0,160.0,133.0,144.0,146.0,133.0,138.0,,,,
Belarus,BLR112,A.1.1.12,Tobacco,tonnes,,,,,,,,,,,,,,,,,,,,,,,9000.0,11200.0,13000.0,12318.0,10709.0,14173.0,19204.0,24180.0,18411.0,19492.0,18324.0,16391.0,18757.0,16262.0,14451.0,16839.0,18802.0,14371.0,19022.0,22544.0,24801.0,22804.0,,,,
Belgium,BEL056,A.1.1.12,Tobacco,tonnes,32509.212844,34067.0389426,36671.1405312,39607.4066928,41852.7362102,40805.6024139,43255.2088522,42044.9968417,39378.2388866,40761.828788,42667.2689747,39278.6753453,46559.6884553,48464.2703357,47754.4509508,50415.2007611,51658.0284145,53070.8007331,49326.8682581,52492.302226,49002.4284425,50730.1992064,49519.1288895,50198.0492444,48738.9283806,53097.4082312,60920.0126736,55589.929989,54238.0974241,62169.7067781,68996.0,92214.0,90168.0,97939.0,105239.0,87332.0,87874.0,110897.0,126129.0,152974.0,138069.0,149293.0,159198.0,157952.0,,,,
Belgium-Luxemburg,BLGLUX,A.1.1.12,Tobacco,tonnes,37876.0,39691.0,42725.0,46146.0,48762.0,47542.0,50396.0,48986.0,45879.0,47491.0,49711.0,45763.0,54246.0,56465.0,55638.0,58738.0,60186.0,61832.0,57470.0,61158.0,57092.0,59105.0,57694.0,58485.0,56785.0,61863.0,70977.0,64767.0,63192.0,72433.0,,,,,,,,,,,,,,,,,,
Belize,BLZ084,A.1.1.12,Tobacco,tonnes,140.0,108.0,91.0,142.0,139.0,107.0,89.0,118.0,150.0,127.0,157.0,95.0,106.0,96.0,100.0,99.0,92.0,109.0,82.0,122.0,110.0,48.0,105.0,125.0,200.0,203.0,237.0,187.0,37.0,14.0,115.0,74.0,227.0,338.0,187.0,146.0,287.0,321.0,1023.0,1068.0,2993.0,736.0,2147.0,1995.0,,,,
Benin,BEN204,A.1.1.12,Tobacco,tonnes,1508.0,3065.0,2433.0,2293.0,2831.0,2901.0,2958.0,2991.0,4298.0,2978.0,2138.0,3080.0,3299.0,3140.0,2867.0,1234.0,798.0,920.0,1080.0,870.0,900.0,807.0,2517.0,872.0,1590.0,1123.0,1426.0,2850.0,3182.0,3978.0,4975.0,2346.0,3437.0,1458.0,1727.0,1207.0,3166.0,1246.0,1643.0,1444.0,1101.0,621.0,937.0,1150.0,,,,
Bermuda,BMU060,A.1.1.12,Tobacco,tonnes,161.0,216.0,216.0,175.0,156.0,174.0,182.0,187.0,187.0,158.0,193.0,215.0,230.0,222.0,139.0,280.0,131.0,175.0,171.0,158.0,150.0,54.0,356.0,64.0,88.0,107.0,104.0,83.0,110.0,130.0,130.0,130.0,49.0,58.0,57.0,63.0,71.0,74.0,23.0,40.0,27.0,18.0,14.0,49.0,,,,
Bhutan,BTN064,A.1.1.12,Tobacco,tonnes,,,,,,,,,,,,,,,,,,,,,,1.0,,24.0,25.0,25.0,25.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,11.0,106.0,106.0,106.0,106.0,0.0,0.0,3.0,1.0,,,,
Bolivia,BOL068,A.1.1.12,Tobacco,tonnes,571.0,656.0,801.0,606.0,883.0,892.0,901.0,1522.0,914.0,1205.0,1185.0,715.0,294.0,566.0,156.0,230.0,206.0,1462.0,1072.0,836.0,534.0,1284.0,492.0,1321.0,1252.0,1572.0,1650.0,863.0,825.0,1072.0,857.0,694.0,682.0,411.0,889.0,1368.0,945.0,909.0,985.0,1230.0,1642.0,1634.0,1800.0,1487.0,,,,
Bosnia and Herzegovina,BIH070,A.1.1.12,Tobacco,tonnes,,,,,,,,,,,,,,,,,,,,,,,2670.0,4150.0,1570.0,1940.0,2050.0,3500.0,2800.0,2290.0,2700.0,2200.0,6284.0,6268.0,9214.0,7298.0,8190.0,9383.0,9902.0,9792.0,10143.0,10076.0,7410.0,6307.0,,,,
Botswana,BWA072,A.1.1.12,Tobacco,tonnes,0.0,0.0,0.0,0.0,298.0,384.0,353.0,431.0,509.0,757.0,859.0,1151.0,701.0,1035.0,2090.0,992.0,802.0,1070.0,1403.0,1327.0,1271.0,1095.0,1324.0,2528.0,1768.0,999.0,880.0,1244.0,1052.0,1027.0,1651.0,1162.0,6459.0,1824.0,1073.0,1043.0,1167.0,1955.0,1753.0,1901.0,9830.0,2140.0,1184.0,1817.0,,,,
Brazil,BRA076,A.1.1.12,Tobacco,tonnes,17.0,20.0,167.0,346.0,1738.0,485.0,2394.0,200.0,271.0,337.0,352.0,252.0,379.0,667.0,34.0,58.0,70.0,181.0,302.0,1982.0,796.0,7125.0,11381.0,7810.0,11947.0,19688.0,22714.0,26846.0,22716.0,4183.0,7746.0,9483.0,11369.0,11624.0,8132.0,8873.0,11307.0,13392.0,15624.0,17288.0,22245.0,12201.0,12530.0,14518.0,,,,
British Virgin Islands,VGB092,A.1.1.12,Tobacco,tonnes,7.0,12.0,6.0,6.0,13.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,10.0,10.0,11.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,628.0,194.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Brunei Darussalam,BRN096,A.1.1.12,Tobacco,tonnes,220.0,250.0,240.0,246.0,241.0,292.0,294.0,309.0,352.0,371.0,357.0,364.0,453.0,562.0,595.0,565.0,754.0,574.0,529.0,801.0,1101.0,700.0,852.0,809.0,698.0,959.0,939.0,1317.0,1216.0,2000.0,1300.0,1190.0,335.0,355.0,927.0,387.0,1019.0,2454.0,1807.0,908.0,503.0,297.0,250.0,8.0,,,,
Bulgaria,BGR100,A.1.1.12,Tobacco,tonnes,4757.0,6441.0,11700.0,4716.0,7605.0,9072.0,4113.0,5040.0,7780.0,8405.0,13095.0,14162.0,20549.0,26066.0,41893.0,29846.0,41961.0,21706.0,16265.0,16071.0,11924.0,7966.0,19594.0,19530.0,8522.0,11672.0,21060.0,12451.0,11863.0,11491.0,11610.0,12046.0,12821.0,11674.0,14789.0,7928.0,14293.0,23637.0,33790.0,32548.0,31761.0,36359.0,39274.0,50599.0,,,,
Burkina Faso,BFA854,A.1.1.12,Tobacco,tonnes,535.0,959.0,1328.0,824.0,924.0,1075.0,786.0,992.0,1732.0,2038.0,1577.0,1650.0,2119.0,1814.0,1916.0,2235.0,1776.0,1775.0,1403.0,1654.0,818.0,880.0,660.0,590.0,3127.0,2933.0,2859.0,4115.0,2458.0,3990.0,3652.0,2203.0,1122.0,1726.0,2913.0,1592.0,1669.0,1670.0,2715.0,2372.0,3123.0,3287.0,3195.0,3570.0,,,,
Burundi,BDI108,A.1.1.12,Tobacco,tonnes,90.0,105.0,117.0,132.0,148.0,91.0,250.0,411.0,499.0,544.0,245.0,383.0,730.0,305.0,613.0,270.0,124.0,7.0,30.0,9.0,0.0,8.0,3.0,4.0,6.0,1.0,355.0,0.0,0.0,1097.0,162.0,5.0,4.0,87.0,80.0,1.0,488.0,367.0,406.0,696.0,616.0,649.0,762.0,952.0,,,,
Cambodia,KHM116,A.1.1.12,Tobacco,tonnes,21.0,562.0,1539.0,1240.0,1617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,1915.0,2240.0,31445.0,31150.0,22995.0,23369.0,17614.0,22751.0,18647.0,18324.0,20608.0,25032.0,26930.0,28469.0,34459.0,37048.0,37420.0,33224.0,38736.0,42176.0,,,,
Cameroon,CMR120,A.1.1.12,Tobacco,tonnes,1342.0,1524.0,1832.0,1662.0,1662.0,1950.0,1245.0,2252.0,1708.0,1898.0,1451.0,2229.0,1999.0,2159.0,2428.0,3284.0,2645.0,3370.0,2098.0,2533.0,2847.0,938.0,2066.0,1558.0,1239.0,869.0,1506.0,384.0,1874.0,1772.0,1843.0,1753.0,1694.0,528.0,347.0,409.0,878.0,1648.0,2681.0,2236.0,2473.0,3573.0,3770.0,2171.0,,,,
Canada,CAN124,A.1.1.12,Tobacco,tonnes,3196.0,3631.0,3207.0,4974.0,6731.0,7659.0,4864.0,5029.0,7770.0,4681.0,9247.0,4528.0,5018.0,5828.0,4023.0,3327.0,3600.0,2244.0,2841.0,2360.0,2845.0,3777.0,10954.0,12088.0,13939.0,13503.0,17259.0,20662.0,17816.0,5363.0,8566.0,6804.0,7612.0,10523.0,8825.0,11077.0,16091.0,21881.0,25535.0,16164.0,41051.0,35928.0,40641.0,36859.0,,,,
Cape Verde,CPV132,A.1.1.12,Tobacco,tonnes,51.0,63.0,70.0,100.0,65.0,70.0,70.0,70.0,113.0,80.0,130.0,103.0,90.0,116.0,93.0,86.0,113.0,112.0,82.0,78.0,66.0,73.0,81.0,66.0,71.0,53.0,37.0,28.0,44.0,91.0,96.0,108.0,122.0,29.0,49.0,108.0,111.0,82.0,80.0,87.0,85.0,100.0,80.0,100.0,,,,
Cayman Islands,CYM136,A.1.1.12,Tobacco,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,78.0,86.0,84.0,89.0,87.0,48.0,48.0,54.0,54.0,51.0,70.0,65.0,70.0,84.0,84.0,65.0,85.0,85.0,95.0,95.0,95.0,52.0,10.0,7.0,20.0,37.0,72.0,50.0,51.0,9.0,0.0,0.0,0.0,,,,
Central African Republic,CAF140,A.1.1.12,Tobacco,tonnes,13.0,12.0,106.0,258.0,258.0,388.0,241.0,406.0,120.0,54.0,104.0,499.0,175.0,515.0,562.0,680.0,315.0,315.0,111.0,557.0,398.0,635.0,637.0,709.0,668.0,739.0,645.0,941.0,883.0,628.0,720.0,626.0,612.0,273.0,238.0,289.0,255.0,224.0,310.0,348.0,422.0,535.0,613.0,311.0,,,,
Chad,TCD148,A.1.1.12,Tobacco,tonnes,246.0,267.0,255.0,333.0,330.0,357.0,30.0,30.0,40.0,40.0,40.0,40.0,40.0,126.0,244.0,90.0,150.0,60.0,110.0,120.0,250.0,140.0,70.0,100.0,409.0,328.0,543.0,272.0,247.0,175.0,756.0,625.0,701.0,562.0,670.0,701.0,681.0,413.0,1316.0,1241.0,742.0,579.0,588.0,1771.0,,,,
Chile,CHL152,A.1.1.12,Tobacco,tonnes,1504.0,1347.0,705.0,897.0,3798.0,664.0,933.0,2593.0,1690.0,1957.0,3736.0,4879.0,5232.0,2047.0,1400.0,840.0,1089.0,758.0,1399.0,1594.0,1574.0,1619.0,1892.0,1049.0,526.0,1936.0,1776.0,1904.0,4154.0,2277.0,4246.0,2332.0,3357.0,2510.0,4925.0,8732.0,5184.0,7274.0,7609.0,6545.0,6573.0,6924.0,7335.0,8853.0,,,,
China,CHN156,A.1.1.12,Tobacco,tonnes,4100.0,4000.0,300.0,600.0,1000.0,0.0,2700.0,3700.0,7600.0,11600.0,21600.0,48600.0,36200.0,16810.0,22484.0,35475.0,24206.0,36813.0,50377.0,29090.0,18245.0,20911.0,28072.0,22989.0,9024.0,24215.0,31847.0,22685.0,10280.0,12690.0,40179.0,58678.0,48942.0,60046.0,52487.0,75951.0,87178.0,91738.0,116162.0,117032.0,96039.0,143885.0,164477.0,159541.0,,,,
Colombia,COL170,A.1.1.12,Tobacco,tonnes,1714.0,624.0,92.0,535.0,708.0,353.0,276.0,812.0,1258.0,1803.0,3264.0,2873.0,3677.0,5405.0,3913.0,3968.0,4250.0,3117.0,1590.0,753.0,167.0,1499.0,634.0,647.0,770.0,1349.0,2705.0,4239.0,6876.0,11841.0,8818.0,9970.0,9481.0,11740.0,17382.0,4161.0,5693.0,8513.0,7438.0,3512.0,3217.0,2719.0,9236.0,9654.0,,,,
Comoros,COM174,A.1.1.12,Tobacco,tonnes,46.0,53.0,54.0,68.0,81.0,56.0,65.0,74.0,25.0,360.0,30.0,51.0,15.0,51.0,67.0,117.0,43.0,29.0,23.0,20.0,10.0,10.0,90.0,20.0,10.0,143.0,107.0,107.0,77.0,96.0,43.0,63.0,124.0,127.0,128.0,16.0,66.0,44.0,70.0,134.0,212.0,200.0,215.0,232.0,,,,
Cook Islands,COK184,A.1.1.12,Tobacco,tonnes,27.0,25.0,20.0,15.0,16.0,15.0,15.0,15.0,17.0,17.0,22.0,17.0,18.0,17.0,15.0,14.0,17.0,14.0,20.0,23.0,1.0,17.0,26.0,26.0,28.0,28.0,24.0,16.0,14.0,11.0,11.0,12.0,8.0,24.0,24.0,24.0,26.0,27.0,32.0,24.0,26.0,21.0,26.0,24.0,,,,
Costa Rica,CRI188,A.1.1.12,Tobacco,tonnes,180.0,188.0,206.0,154.0,181.0,108.0,124.0,142.0,97.0,301.0,134.0,28.0,39.0,180.0,106.0,56.0,29.0,53.0,41.0,63.0,132.0,130.0,59.0,344.0,130.0,506.0,1013.0,2001.0,2566.0,2591.0,1919.0,2256.0,2107.0,2691.0,2248.0,2283.0,5297.0,2559.0,1725.0,1905.0,0.0,2265.0,2019.0,3579.0,,,,
Cote d'Ivoire,CIV384,A.1.1.12,Tobacco,tonnes,2604.0,2394.0,2784.0,2323.0,2923.0,2534.0,3543.0,3946.0,4177.0,2910.0,3793.0,4273.0,4318.0,4405.0,3679.0,3770.0,4337.0,4421.0,3451.0,2889.0,2420.0,1911.0,2235.0,1424.0,1206.0,2037.0,2493.0,2536.0,2761.0,4132.0,3899.0,5579.0,3702.0,3320.0,4770.0,3948.0,4943.0,4643.0,5260.0,5467.0,6509.0,7399.0,5836.0,7649.0,,,,
Croatia,HRV191,A.1.1.12,Tobacco,tonnes,,,,,,,,,,,,,,,,,,,,,,,4947.0,5249.0,5348.0,8411.0,11583.0,14440.0,2871.0,3891.0,7013.0,8497.0,5627.0,5359.0,6059.0,5508.0,7175.0,6477.0,8171.0,6974.0,6769.0,5575.0,7407.0,6645.0,,,,
Cuba,CUB192,A.1.1.12,Tobacco,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8797.0,4114.0,4157.0,2744.0,466.0,1100.0,2479.0,2468.0,0.0,1700.0,5700.0,7000.0,7700.0,5500.0,5200.0,7700.0,4700.0,4500.0,4000.0,606.0,2365.0,636.0,469.0,580.0,1531.0,593.0,215.0,706.0,268.0,182.0,159.0,141.0,200.0,2623.0,,,,
Cyprus,CYP196,A.1.1.12,Tobacco,tonnes,834.0,799.0,1525.0,1384.0,1438.0,1483.0,2996.0,3809.0,4123.0,3393.0,3388.0,2782.0,4172.0,3386.0,3060.0,2534.0,3705.0,3294.0,1157.0,1169.0,3340.0,5674.0,5384.0,15881.0,18417.0,26659.0,42613.0,40024.0,25590.0,24916.0,31136.0,21565.0,8391.0,4237.0,2462.0,3748.0,2926.0,3274.0,3235.0,3442.0,3526.0,3255.0,3149.0,2832.0,,,,
Czech Republic,CZE203,A.1.1.12,Tobacco,tonnes,,,,,,,,,,,,,,,,,,,,,,,,17601.0,25418.0,24705.0,28235.0,36258.0,31577.0,29460.0,22428.0,19615.0,18201.0,23839.0,32902.0,29606.0,30573.0,41303.0,25395.0,28164.0,32962.0,38172.0,45428.0,41043.0,,,,
Czechoslovakia,CSK200,A.1.1.12,Tobacco,tonnes,23084.0,24335.0,30146.0,26310.0,25479.0,21679.0,20205.0,21950.0,34337.0,28983.0,33020.0,33605.0,24314.0,21923.0,20049.0,24964.0,21523.0,21613.0,18362.0,22510.0,21004.0,23071.0,16290.0,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK208,A.1.1.12,Tobacco,tonnes,18156.0,16471.0,19349.0,31433.0,16289.0,17861.0,12623.0,18349.0,21870.0,13360.0,9373.0,9770.0,9550.0,9276.0,16781.0,18033.0,19059.0,19153.0,17828.0,16538.0,17774.0,16693.0,16393.0,16057.0,16485.0,16164.0,15341.0,17064.0,17122.0,16667.0,17168.0,16389.0,16784.0,17381.0,22972.0,19885.0,19340.0,22479.0,18808.0,19138.0,15713.0,13467.0,15188.0,13830.0,,,,
Djibouti,DJI262,A.1.1.12,Tobacco,tonnes,921.0,826.0,1062.0,1221.0,1049.0,1167.0,1626.0,900.0,1000.0,1096.0,1222.0,970.0,877.0,1027.0,1069.0,881.0,906.0,1387.0,676.0,727.0,646.0,627.0,537.0,602.0,352.0,352.0,352.0,1440.0,1917.0,2430.0,3122.0,1843.0,2924.0,5841.0,6376.0,5555.0,6087.0,7632.0,4906.0,2873.0,3017.0,2202.0,1243.0,1902.0,,,,
Dominica,DMA212,A.1.1.12,Tobacco,tonnes,48.0,45.0,49.0,41.0,45.0,42.0,48.0,77.0,48.0,38.0,42.0,35.0,33.0,35.0,38.0,41.0,22.0,62.0,13.0,32.0,36.0,19.0,23.0,32.0,38.0,46.0,37.0,97.0,65.0,35.0,6.0,24.0,53.0,24.0,24.0,23.0,6.0,26.0,25.0,161.0,40.0,40.0,97.0,592.0,,,,
Dominican Republic,DOM214,A.1.1.12,Tobacco,tonnes,1114.0,1132.0,915.0,968.0,3335.0,1206.0,1210.0,1577.0,1356.0,1685.0,925.0,1005.0,580.0,362.0,283.0,104.0,310.0,270.0,335.0,450.0,170.0,105.0,330.0,220.0,395.0,545.0,400.0,90.0,90.0,100.0,250.0,250.0,9596.0,11079.0,11952.0,11539.0,8625.0,10720.0,11215.0,10930.0,13330.0,14858.0,18357.0,20082.0,,,,
DR Congo,COD180,A.1.1.12,Tobacco,tonnes,3696.0,3624.0,4400.0,4534.0,4807.0,4416.0,2743.0,2045.0,1900.0,2400.0,519.0,1062.0,1000.0,600.0,650.0,2267.0,1300.0,1200.0,1000.0,1086.0,400.0,634.0,851.0,1128.0,821.0,1256.0,1227.0,2457.0,1320.0,1390.0,1812.0,2216.0,2534.0,3220.0,3277.0,4243.0,2719.0,3467.0,5279.0,3150.0,3114.0,2107.0,2213.0,2349.0,,,,
Ecuador,ECU218,A.1.1.12,Tobacco,tonnes,596.0,1095.0,535.0,528.0,1981.0,1962.0,1755.0,3169.0,2733.0,2122.0,1604.0,744.0,501.0,632.0,804.0,41.0,0.0,85.0,0.0,0.0,2.0,0.0,2.0,25.0,13.0,37.0,79.0,313.0,732.0,297.0,447.0,424.0,483.0,507.0,380.0,596.0,720.0,1333.0,626.0,519.0,1017.0,658.0,657.0,482.0,,,,
Egypt,EGY818,A.1.1.12,Tobacco,tonnes,13990.0,15268.0,18237.0,20892.0,20262.0,26040.0,23183.0,30221.0,31278.0,31614.0,25876.0,33251.0,44693.0,50877.0,51885.0,45466.0,46533.0,42722.0,53853.0,43128.0,48643.0,42191.0,48384.0,45261.0,47827.0,48791.0,54843.0,56008.0,59697.0,60130.0,66550.0,65550.0,68069.0,66793.0,76213.0,60466.0,71539.0,75225.0,105482.0,26119.0,98863.0,46654.0,71863.0,36434.0,,,,
El Salvador,SLV222,A.1.1.12,Tobacco,tonnes,1637.0,1294.0,1303.0,1505.0,1375.0,1125.0,1136.0,1091.0,970.0,964.0,1190.0,1184.0,779.0,478.0,643.0,454.0,514.0,960.0,1287.0,674.0,1004.0,657.0,657.0,1017.0,2160.0,1512.0,2241.0,1257.0,1520.0,1609.0,1645.0,1783.0,1903.0,1864.0,2111.0,1821.0,1968.0,1905.0,1967.0,1998.0,1592.0,1830.0,1354.0,1410.0,,,,
Equatorial Guinea,GNQ226,A.1.1.12,Tobacco,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Estonia,EST233,A.1.1.12,Tobacco,tonnes,,,,,,,,,,,,,,,,,,,,,,,1826.0,2030.0,2747.0,1661.0,1910.0,1920.0,3015.0,2668.0,2205.0,2434.0,3181.0,3019.0,2720.0,2985.0,3579.0,3577.0,1576.0,2442.0,1403.0,2013.0,1950.0,1870.0,,,,
Ethiopia,ETH231,A.1.1.12,Tobacco,tonnes,,,,,,,,,,,,,,,,,,,,,,,,446.0,1251.0,686.0,213.0,213.0,536.0,907.0,762.0,648.0,1208.0,1084.0,841.0,1719.0,1809.0,2411.0,1828.0,2127.0,2680.0,2025.0,1739.0,3897.0,,,,
Ethiopia (Former),ETH230,A.1.1.12,Tobacco,tonnes,213.0,226.0,817.0,343.0,422.0,515.0,563.0,495.0,686.0,1461.0,958.0,1074.0,915.0,962.0,1093.0,737.0,573.0,689.0,2365.0,757.0,835.0,265.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,
