Country,AlphaNumISO,CCC_IEATrade_Code,CCC_IEATrade_Name,Units,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Austria,AUT040,A.1.1.6,Oil bearing crops,tonnes,5777.0,4674.0,2850.0,3453.0,3642.0,3486.0,1221.0,5922.0,5126.0,3392.0,11666.0,11299.0,9748.0,10970.0,12225.0,9950.0,27675.0,57712.0,87816.0,108661.0,42099.0,40181.0,36520.0,64746.0,100803.0,190782.0,145293.0,84414.0,140284.0,190034.0,192869.0,182555.0,342308.0,300874.0,286559.0,347562.0,348902.0,342270.0,396955.0,346473.0,421009.0,440857.0,429641.0,500260.0,,,,
Azerbaijan,AZE031,A.1.1.6,Oil bearing crops,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,283.0,592.0,1341.0,7928.0,4100.0,4433.0,5319.0,6138.0,9850.0,18848.0,26351.0,26412.0,40193.0,41901.0,26680.0,31827.0,25708.0,22546.0,38241.0,34921.0,,,,
Bahamas,BHS044,A.1.1.6,Oil bearing crops,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,,,,
Bahrain,BHR048,A.1.1.6,Oil bearing crops,tonnes,334.0,318.0,137.0,146.0,69.0,22.0,66.0,714.0,164.0,7.0,111.0,0.0,0.0,0.0,71.0,0.0,0.0,47.0,7.0,7.0,7.0,6007.0,6007.0,5507.0,6007.0,6507.0,8807.0,4032.0,21137.0,16952.0,361.0,15.0,38.0,40.0,14.0,41.0,23.0,13.0,13.0,87.0,119.0,451.0,362.0,45.0,,,,
Bangladesh,BGD050,A.1.1.6,Oil bearing crops,tonnes,3424.0,10576.0,0.0,9.0,70.0,0.0,3000.0,7901.0,7554.0,3174.0,7861.0,4380.0,6503.0,5440.0,2815.0,1476.0,20.0,0.0,0.0,1763.0,3020.0,7526.0,8232.0,4150.0,157.0,3.0,15.0,365.0,0.0,470.0,1506.0,1203.0,1039.0,941.0,1577.0,4040.0,1063.0,1884.0,3477.0,8096.0,16129.0,7400.0,10829.0,22548.0,,,,
Barbados,BRB052,A.1.1.6,Oil bearing crops,tonnes,84.0,2.0,9.0,0.0,0.0,12.0,2.0,94.0,4.0,16.0,10.0,80.0,77.0,64.0,13.0,8.0,2.0,24.0,8.0,13.0,35.0,8.0,21.0,58.0,573.0,1345.0,306.0,5549.0,417.0,727.0,218.0,3368.0,2378.0,2900.0,2548.0,3719.0,3275.0,3172.0,3102.0,3096.0,1231.0,1371.0,1393.0,1148.0,,,,
Belarus,BLR112,A.1.1.6,Oil bearing crops,tonnes,,,,,,,,,,,,,,,,,,,,,,,1450.0,1150.0,3750.0,1650.0,6886.0,9959.0,46546.0,16278.0,11189.0,48637.0,32935.0,21769.0,29263.0,50102.0,39573.0,32760.0,22355.0,259277.0,81807.0,22739.0,162397.0,264034.0,,,,
Belgium,BEL056,A.1.1.6,Oil bearing crops,tonnes,235374.893368,266743.480774,275696.975846,307680.711663,359107.317881,371696.9572,525433.295218,557608.145104,743448.660618,737042.357751,709920.086074,1077581.74933,1400114.61219,1520638.90834,1630982.39875,1799720.19583,1760814.54731,1831859.21183,1682012.84143,1953360.97681,1957411.20154,1814653.96866,1923518.3158,1908097.79933,1760793.64421,2190993.40512,2058164.14999,2501364.64454,2545588.63927,2796435.80917,2644012.0,2817240.0,2739059.0,2648343.0,2223163.0,2542850.0,2734016.0,2973442.0,2697956.0,2461983.0,2585645.0,2703455.0,2787342.0,2955877.0,,,,
Belgium-Luxemburg,BLGLUX,A.1.1.6,Oil bearing crops,tonnes,236466.0,267980.0,276975.0,309107.0,360772.0,373420.0,527869.0,560193.0,746895.0,740459.0,713211.0,1082577.0,1406605.0,1527688.0,1638543.0,1808063.0,1768977.0,1840351.0,1689810.0,1962416.0,1966485.0,1823066.0,1932435.0,1916943.0,1768956.0,2201150.0,2067705.0,2512960.0,2557389.0,2809399.0,,,,,,,,,,,,,,,,,,
Belize,BLZ084,A.1.1.6,Oil bearing crops,tonnes,118.0,84.0,44.0,15.0,31.0,20.0,166.0,31.0,205.0,45.0,98.0,110.0,89.0,33.0,81.0,72.0,80.0,138.0,44.0,9.0,3.0,0.0,4.0,0.0,10.0,13.0,19.0,2.0,0.0,0.0,45.0,0.0,0.0,38.0,4.0,0.0,11.0,1.0,3.0,4.0,1.0,257.0,330.0,1523.0,,,,
Benin,BEN204,A.1.1.6,Oil bearing crops,tonnes,67929.0,91571.0,74458.0,51587.0,44617.0,38289.0,79599.0,49091.0,17443.0,33331.0,50055.0,31901.0,28868.0,33579.0,41413.0,42100.0,38971.0,81835.0,52606.0,45188.0,75951.0,76065.0,115541.0,82463.0,134775.0,147037.0,209342.0,153394.0,189398.0,150907.0,155070.0,107552.0,126965.0,144628.0,110691.0,136686.0,231649.0,270147.0,264864.0,254267.0,271390.0,157184.0,41267.0,63728.0,,,,
Bermuda,BMU060,A.1.1.6,Oil bearing crops,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
Bhutan,BTN064,A.1.1.6,Oil bearing crops,tonnes,,,,,,,,,,,,,,,,,,,,,,303.0,217.0,531.0,387.0,550.0,460.0,158.0,618.0,618.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,264.0,264.0,123.0,123.0,,,,
Bolivia,BOL068,A.1.1.6,Oil bearing crops,tonnes,0.0,0.0,0.0,0.0,0.0,99.0,3316.0,1033.0,3722.0,3993.0,24192.0,11181.0,13592.0,24529.0,14964.0,22690.0,66777.0,49654.0,37570.0,117765.0,134738.0,222945.0,178904.0,171819.0,353378.0,464311.0,687609.0,782575.0,824189.0,909024.0,1067444.0,1116665.0,1321955.0,1435458.0,1471278.0,1483065.0,1538236.0,1461296.0,1250507.0,1616030.0,1493454.0,1516489.0,1931637.0,2500952.0,,,,
Bosnia and Herzegovina,BIH070,A.1.1.6,Oil bearing crops,tonnes,,,,,,,,,,,,,,,,,,,,,,,820.0,50.0,0.0,90.0,130.0,850.0,6910.0,350.0,8230.0,2960.0,1551.0,321.0,23408.0,35742.0,38127.0,48800.0,60751.0,65687.0,74807.0,56183.0,62306.0,70196.0,,,,
Botswana,BWA072,A.1.1.6,Oil bearing crops,tonnes,0.0,0.0,0.0,0.0,168.0,604.0,855.0,1350.0,1702.0,1460.0,513.0,221.0,320.0,630.0,206.0,231.0,202.0,32.0,785.0,843.0,479.0,1009.0,531.0,545.0,1920.0,1728.0,736.0,1066.0,6243.0,4974.0,4201.0,7778.0,1932.0,2047.0,2990.0,3901.0,4809.0,5627.0,1873.0,3074.0,12510.0,11959.0,11111.0,877.0,,,,
Brazil,BRA076,A.1.1.6,Oil bearing crops,tonnes,1518728.0,1733310.0,3170427.0,3936428.0,5295640.0,7036306.0,8917512.0,8759142.0,6963134.0,6854149.0,9425712.0,12024892.0,9610360.0,11310492.0,10446617.0,13582601.0,8856740.0,12085668.0,11661485.0,15641544.0,13845495.0,10141779.0,13162329.0,14426000.0,17639337.0,16948051.0,16295004.0,19532635.0,21143927.0,20954858.0,22059667.0,28711914.0,30554680.0,36057392.0,36484378.0,39776530.0,39835543.0,38635688.0,39222168.0,42605722.0,44407907.0,49276197.0,48700630.0,57729718.0,,,,
British Virgin Islands,VGB092,A.1.1.6,Oil bearing crops,tonnes,10.0,10.0,8.0,8.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Brunei Darussalam,BRN096,A.1.1.6,Oil bearing crops,tonnes,9.0,64.0,62.0,53.0,82.0,0.0,0.0,30.0,27.0,14.0,10.0,3.0,112.0,212.0,106.0,71.0,25.0,0.0,0.0,0.0,0.0,210.0,5.0,0.0,30.0,0.0,0.0,0.0,137.0,0.0,10.0,0.0,17.0,25.0,0.0,0.0,55.0,0.0,140.0,0.0,0.0,0.0,0.0,11.0,,,,
Bulgaria,BGR100,A.1.1.6,Oil bearing crops,tonnes,147194.0,114562.0,124343.0,57946.0,36780.0,26483.0,39046.0,55480.0,22906.0,57258.0,30290.0,32480.0,43361.0,93967.0,94169.0,93529.0,131907.0,277548.0,130853.0,152709.0,82537.0,42442.0,145043.0,192096.0,181885.0,341380.0,130048.0,116789.0,117596.0,378386.0,109278.0,184138.0,324333.0,376426.0,395631.0,660907.0,696249.0,480297.0,730991.0,1506579.0,1348304.0,1772442.0,1311042.0,2035124.0,,,,
Burkina Faso,BFA854,A.1.1.6,Oil bearing crops,tonnes,30475.0,21564.0,23796.0,24283.0,27203.0,29855.0,20195.0,15220.0,5495.0,20522.0,15474.0,12033.0,18059.0,12137.0,18502.0,20564.0,23055.0,40291.0,38193.0,19098.0,13450.0,10750.0,11030.0,34030.0,17151.0,26763.0,10888.0,16804.0,33631.0,32828.0,36185.0,32475.0,41046.0,77789.0,50859.0,45497.0,57898.0,43512.0,36726.0,77997.0,90261.0,73064.0,139305.0,168536.0,,,,
Burundi,BDI108,A.1.1.6,Oil bearing crops,tonnes,2378.0,2288.0,2129.0,1181.0,1056.0,48.0,197.0,155.0,1299.0,791.0,25.0,25.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,43.0,34.0,1376.0,1535.0,231.0,79.0,167.0,61.0,10.0,126.0,53.0,53.0,25.0,57.0,105.0,85.0,1.0,194.0,221.0,188.0,282.0,,,,
Cambodia,KHM116,A.1.1.6,Oil bearing crops,tonnes,18857.0,8761.0,10294.0,1621.0,69.0,0.0,0.0,0.0,0.0,0.0,225.0,302.0,456.0,370.0,250.0,168.0,5357.0,7786.0,10864.0,16501.0,14233.0,50423.0,10506.0,2270.0,4600.0,1001.0,1604.0,5511.0,1020.0,5957.0,1970.0,541.0,24.0,2591.0,18461.0,32881.0,25361.0,24975.0,22769.0,62373.0,22824.0,27830.0,21395.0,30381.0,,,,
Cameroon,CMR120,A.1.1.6,Oil bearing crops,tonnes,37833.0,27314.0,15526.0,28584.0,48163.0,35113.0,13280.0,17116.0,24781.0,11200.0,22293.0,12742.0,19275.0,13485.0,16616.0,21540.0,33417.0,32188.0,31335.0,49935.0,33415.0,18868.0,46702.0,44017.0,43900.0,35115.0,68888.0,33405.0,39764.0,19254.0,15380.0,13190.0,8488.0,12602.0,8175.0,33155.0,3410.0,12799.0,9769.0,6396.0,6888.0,5324.0,6123.0,819.0,,,,
Canada,CAN124,A.1.1.6,Oil bearing crops,tonnes,1445821.0,2123029.0,2067184.0,1970258.0,1255638.0,1104758.0,1292614.0,1775430.0,2185178.0,3057758.0,2506904.0,2821252.0,2324808.0,2367187.0,2803601.0,2922384.0,3183895.0,3882922.0,3585949.0,3468720.0,3312956.0,3482724.0,3746963.0,4870577.0,6502733.0,6885567.0,5758917.0,6247228.0,8374943.0,7391827.0,7400095.0,7219497.0,5263586.0,6831341.0,7777267.0,8392016.0,10820784.0,11399192.0,12798778.0,14127222.0,16037006.0,16946323.0,18888577.0,16886156.0,,,,
Cape Verde,CPV132,A.1.1.6,Oil bearing crops,tonnes,382.0,63.0,75.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,4.0,21.0,22.0,2.0,0.0,0.0,,,,
Central African Republic,CAF140,A.1.1.6,Oil bearing crops,tonnes,817.0,1614.0,2428.0,2775.0,2178.0,222.0,200.0,0.0,0.0,400.0,25.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,31.0,916.0,1664.0,1232.0,1308.0,1411.0,57.0,126.0,63.0,509.0,0.0,0.0,0.0,0.0,147.0,96.0,237.0,0.0,113.0,132.0,0.0,,,,
Chad,TCD148,A.1.1.6,Oil bearing crops,tonnes,2307.0,3720.0,1684.0,5222.0,6450.0,12530.0,10645.0,7400.0,8700.0,2600.0,2000.0,4000.0,2500.0,7945.0,5411.0,3800.0,2500.0,0.0,4500.0,6300.0,0.0,2600.0,3225.0,5100.0,2400.0,500.0,3000.0,2550.0,2050.0,3000.0,9200.0,940.0,4333.0,3989.0,236.0,181.0,574.0,562.0,537.0,612.0,387.0,362.0,612.0,198.0,,,,
Chile,CHL152,A.1.1.6,Oil bearing crops,tonnes,7500.0,3000.0,567.0,0.0,0.0,20182.0,18228.0,25360.0,15139.0,12984.0,14638.0,0.0,10.0,147.0,102.0,227.0,24355.0,4830.0,14932.0,11105.0,8095.0,712.0,2146.0,2008.0,3527.0,4870.0,7838.0,5810.0,9366.0,9472.0,9891.0,4113.0,13839.0,4930.0,4708.0,7380.0,8399.0,9170.0,13801.0,31781.0,29108.0,32967.0,36129.0,42588.0,,,,
China,CHN156,A.1.1.6,Oil bearing crops,tonnes,498278.0,565135.0,493379.0,438590.0,496885.0,449690.0,282488.0,183900.0,203700.0,432400.0,363670.0,705700.0,864104.0,1832987.0,2282491.0,2904827.0,5101114.0,5516954.0,6474314.0,5002252.0,4838327.0,5592457.0,4025820.0,3790918.0,4014938.0,2635140.0,2306386.0,1763209.0,811924.0,1224035.0,1997151.0,1921699.0,2426168.0,2020692.0,1731843.0,1847742.0,1601594.0,2015957.0,1717697.0,2420735.0,1766926.0,1141081.0,2219841.0,1955178.0,,,,
Colombia,COL170,A.1.1.6,Oil bearing crops,tonnes,55993.0,41594.0,88356.0,11862.0,11610.0,61061.0,23509.0,10271.0,10341.0,15981.0,23063.0,18161.0,13013.0,212.0,267.0,826.0,781.0,358.0,458.0,679.0,8775.0,9578.0,12339.0,3601.0,21485.0,21009.0,32298.0,67084.0,73052.0,117023.0,155816.0,159673.0,118289.0,154228.0,248613.0,264900.0,248110.0,354061.0,331820.0,254403.0,129946.0,210329.0,232977.0,243116.0,,,,
Comoros,COM174,A.1.1.6,Oil bearing crops,tonnes,4371.0,3988.0,2424.0,4890.0,4178.0,1260.0,1700.0,1317.0,2060.0,2466.0,775.0,1309.0,301.0,972.0,943.0,1438.0,363.0,100.0,100.0,138.0,100.0,220.0,240.0,315.0,300.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Cook Islands,COK184,A.1.1.6,Oil bearing crops,tonnes,1158.0,1028.0,774.0,754.0,852.0,900.0,592.0,868.0,642.0,1623.0,740.0,1007.0,1300.0,180.0,1123.0,939.0,625.0,200.0,172.0,105.0,135.0,1500.0,100.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Costa Rica,CRI188,A.1.1.6,Oil bearing crops,tonnes,308.0,103.0,138.0,687.0,473.0,611.0,988.0,1005.0,1972.0,576.0,833.0,827.0,1670.0,845.0,2146.0,1694.0,2452.0,2196.0,11784.0,12686.0,20766.0,8728.0,22920.0,32491.0,58973.0,65806.0,81195.0,86651.0,92289.0,99967.0,113536.0,91929.0,82199.0,124862.0,202002.0,161911.0,133923.0,183671.0,180038.0,183801.0,184877.0,223465.0,210473.0,210820.0,,,,
Cote d'Ivoire,CIV384,A.1.1.6,Oil bearing crops,tonnes,36426.0,53683.0,78982.0,93871.0,154842.0,163762.0,138128.0,127062.0,164223.0,123614.0,189518.0,140572.0,159983.0,160894.0,159141.0,196731.0,255874.0,244577.0,240521.0,178911.0,280176.0,282191.0,296296.0,308020.0,283123.0,235279.0,194990.0,203364.0,237749.0,222613.0,220234.0,162636.0,131631.0,177227.0,187597.0,206037.0,182553.0,175671.0,232492.0,275039.0,319043.0,352871.0,476513.0,369483.0,,,,
Croatia,HRV191,A.1.1.6,Oil bearing crops,tonnes,,,,,,,,,,,,,,,,,,,,,,,51088.0,21320.0,23822.0,25590.0,13431.0,40750.0,39670.0,50325.0,46858.0,53658.0,74603.0,102524.0,77298.0,111295.0,90230.0,91551.0,104191.0,185600.0,123539.0,169811.0,137290.0,172690.0,,,,
Cuba,CUB192,A.1.1.6,Oil bearing crops,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,185.0,526.0,1015.0,2963.0,67.0,113.0,20.0,250.0,0.0,20.0,20.0,20.0,20.0,0.0,,,,
Cyprus,CYP196,A.1.1.6,Oil bearing crops,tonnes,575.0,466.0,987.0,481.0,268.0,300.0,1288.0,150.0,211.0,184.0,3200.0,4878.0,8296.0,7431.0,10302.0,15666.0,16851.0,18280.0,2671.0,14871.0,15607.0,17459.0,7693.0,12087.0,14452.0,11790.0,10672.0,8173.0,6436.0,4740.0,5295.0,3202.0,7941.0,4311.0,2359.0,3691.0,3172.0,4419.0,3746.0,805.0,469.0,1021.0,1003.0,524.0,,,,
Czech Republic,CZE203,A.1.1.6,Oil bearing crops,tonnes,,,,,,,,,,,,,,,,,,,,,,,,234365.0,288142.0,353573.0,421524.0,338605.0,308396.0,682192.0,765764.0,635344.0,535402.0,313858.0,378499.0,706345.0,520614.0,910128.0,792612.0,878916.0,937950.0,625520.0,1079548.0,1217506.0,,,,
Czechoslovakia,CSK200,A.1.1.6,Oil bearing crops,tonnes,16484.0,24367.0,35208.0,31049.0,29689.0,37329.0,13521.0,30988.0,48589.0,1925.0,20340.0,86700.0,65700.0,41590.0,8025.0,13330.0,24400.0,18820.0,47300.0,42315.0,25950.0,142782.0,286700.0,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK208,A.1.1.6,Oil bearing crops,tonnes,242525.0,235747.0,260202.0,204008.0,335295.0,206334.0,245852.0,196135.0,211364.0,198345.0,267696.0,306175.0,294720.0,300384.0,309194.0,521596.0,463609.0,314285.0,323107.0,347769.0,502910.0,362564.0,251589.0,222326.0,194276.0,176540.0,220618.0,209064.0,220183.0,289042.0,177053.0,199590.0,283771.0,274585.0,189783.0,274290.0,362559.0,484296.0,390415.0,495040.0,492362.0,724127.0,434666.0,484630.0,,,,
Djibouti,DJI262,A.1.1.6,Oil bearing crops,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,1511.0,313.0,445.0,4411.0,8954.0,1618.0,1543.0,2285.0,676.0,492.0,492.0,961.0,,,,
Dominica,DMA212,A.1.1.6,Oil bearing crops,tonnes,2441.0,2430.0,2031.0,2298.0,2850.0,1950.0,3343.0,2777.0,2981.0,2152.0,711.0,294.0,1171.0,2262.0,1873.0,1648.0,1237.0,867.0,1381.0,885.0,525.0,826.0,1287.0,1144.0,1686.0,1593.0,1500.0,1903.0,1748.0,1757.0,426.0,361.0,458.0,391.0,443.0,331.0,237.0,359.0,352.0,350.0,350.0,166.0,211.0,211.0,,,,
Dominican Republic,DOM214,A.1.1.6,Oil bearing crops,tonnes,27969.0,25663.0,17267.0,13667.0,6659.0,7526.0,9817.0,8498.0,14806.0,13701.0,14833.0,17628.0,16559.0,17387.0,29424.0,17819.0,17612.0,20271.0,32005.0,37051.0,37556.0,32711.0,30500.0,34770.0,38052.0,37761.0,36155.0,39979.0,33113.0,22752.0,27854.0,31719.0,22232.0,31544.0,28396.0,21330.0,27176.0,24118.0,24983.0,15012.0,10697.0,14751.0,31733.0,27487.0,,,,
DR Congo,COD180,A.1.1.6,Oil bearing crops,tonnes,219545.0,212695.0,170689.0,133923.0,146202.0,106336.0,98020.0,62570.0,50556.0,35740.0,52949.0,57712.0,39020.0,37606.0,39019.0,57883.0,25644.0,20265.0,28187.0,34462.0,16622.0,15484.0,8866.0,4985.0,5545.0,11386.0,7150.0,5000.0,4100.0,2500.0,1200.0,1500.0,101.0,0.0,100.0,161.0,2261.0,741.0,621.0,1100.0,1300.0,1400.0,1900.0,2847.0,,,,
Ecuador,ECU218,A.1.1.6,Oil bearing crops,tonnes,294.0,768.0,1600.0,1236.0,125.0,1.0,1019.0,3864.0,3489.0,4337.0,3626.0,4943.0,5935.0,2365.0,3776.0,2588.0,2031.0,1108.0,820.0,1892.0,2670.0,3078.0,29926.0,18996.0,17955.0,23578.0,26873.0,18984.0,16776.0,97169.0,55888.0,65544.0,116775.0,127060.0,89785.0,122202.0,122090.0,182100.0,190669.0,219092.0,165562.0,266127.0,322260.0,272080.0,,,,
Egypt,EGY818,A.1.1.6,Oil bearing crops,tonnes,52443.0,48398.0,43614.0,40834.0,26329.0,41907.0,26662.0,21931.0,30325.0,15700.0,13770.0,18852.0,3587.0,17904.0,21120.0,13846.0,12427.0,13234.0,11643.0,16453.0,6456.0,6195.0,10742.0,17400.0,17754.0,18193.0,16390.0,21857.0,20118.0,13420.0,11937.0,12368.0,28114.0,30052.0,30944.0,57717.0,34692.0,36861.0,133340.0,214788.0,160446.0,326772.0,259265.0,143062.0,,,,
El Salvador,SLV222,A.1.1.6,Oil bearing crops,tonnes,30764.0,31459.0,37756.0,36150.0,25268.0,16918.0,16332.0,10526.0,7377.0,8724.0,10276.0,14159.0,9819.0,4521.0,14407.0,11759.0,11593.0,7642.0,7365.0,8769.0,9458.0,20301.0,11452.0,12221.0,8129.0,9836.0,13298.0,13080.0,5024.0,6319.0,6843.0,6433.0,6842.0,2988.0,6164.0,2597.0,3047.0,4281.0,3139.0,2756.0,1920.0,1942.0,2155.0,3696.0,,,,
Equatorial Guinea,GNQ226,A.1.1.6,Oil bearing crops,tonnes,3000.0,3000.0,3000.0,3100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,
Eritrea,ERI232,A.1.1.6,Oil bearing crops,tonnes,,,,,,,,,,,,,,,,,,,,,,,,40.0,4500.0,2600.0,2000.0,1000.0,2100.0,60.0,540.0,849.0,636.0,656.0,2305.0,1544.0,1004.0,2574.0,1152.0,400.0,360.0,360.0,360.0,360.0,,,,
Estonia,EST233,A.1.1.6,Oil bearing crops,tonnes,,,,,,,,,,,,,,,,,,,,,,,2274.0,20307.0,13872.0,8220.0,10049.0,15619.0,53199.0,21298.0,25363.0,64662.0,64419.0,73555.0,52986.0,113777.0,79423.0,80110.0,112340.0,129310.0,145920.0,136407.0,132296.0,129074.0,,,,
Ethiopia,ETH231,A.1.1.6,Oil bearing crops,tonnes,,,,,,,,,,,,,,,,,,,,,,,,3849.0,10730.0,10422.0,18644.0,16772.0,26411.0,38064.0,38331.0,24579.0,85586.0,93022.0,122926.0,260588.0,209159.0,172539.0,168515.0,327120.0,314286.0,286368.0,365110.0,370207.0,,,,
Ethiopia (Former),ETH230,A.1.1.6,Oil bearing crops,tonnes,75317.0,94360.0,131243.0,122719.0,129314.0,98332.0,66180.0,43047.0,26988.0,42971.0,23235.0,38440.0,37739.0,48426.0,46740.0,29961.0,29971.0,33020.0,28761.0,16470.0,6949.0,6115.0,5946.0,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO234,A.1.1.6,Oil bearing crops,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,,,,
Fiji Islands,FJI242,A.1.1.6,Oil bearing crops,tonnes,28140.0,22931.0,21073.0,24107.0,19224.0,20502.0,18343.0,22993.0,25008.0,18188.0,13733.0,14380.0,15270.0,15051.0,15876.0,11536.0,16425.0,6837.0,5373.0,7466.0,11788.0,4820.0,8847.0,6451.0,4493.0,4477.0,6017.0,6147.0,7317.0,8550.0,4164.0,3882.0,3968.0,6424.0,5280.0,7657.0,2955.0,7383.0,5695.0,4507.0,4517.0,2130.0,5889.0,3884.0,,,,
Finland,FIN246,A.1.1.6,Oil bearing crops,tonnes,19530.0,3350.0,3635.0,199.0,1329.0,4151.0,2306.0,6660.0,4997.0,1301.0,10639.0,9750.0,9153.0,21350.0,10062.0,9052.0,13428.0,26733.0,20386.0,10733.0,9685.0,11170.0,11820.0,5643.0,3578.0,10632.0,13820.0,22743.0,29651.0,51662.0,46017.0,44977.0,42587.0,33018.0,12559.0,1671.0,1820.0,9698.0,3578.0,1308.0,6890.0,18917.0,27395.0,34033.0,,,,
France,FRA250,A.1.1.6,Oil bearing crops,tonnes,442779.0,584217.0,698721.0,561535.0,700798.0,479850.0,599721.0,538154.0,638619.0,706899.0,947103.0,1289275.0,1333312.0,1942211.0,1328100.0,2086049.0,1838279.0,3277875.0,3585986.0,3232165.0,2717589.0,2823166.0,2912442.0,2229313.0,2017105.0,2612469.0,3265286.0,4263034.0,4109909.0,3676622.0,3676664.0,2839655.0,2981988.0,2890954.0,2993254.0,3052038.0,3379496.0,3239207.0,3535758.0,3171528.0,3354886.0,3978223.0,3598761.0,3260130.0,,,,
French Polynesia,PYF258,A.1.1.6,Oil bearing crops,tonnes,14972.0,10259.0,14028.0,13975.0,7626.0,13500.0,14358.0,9658.0,7217.0,9555.0,11815.0,10329.0,11006.0,7645.0,5314.0,8218.0,7825.0,9278.0,5821.0,6731.0,7241.0,9330.0,4966.0,5470.0,8181.0,6089.0,6846.0,6302.0,2704.0,4635.0,5762.0,4963.0,5814.0,5417.0,5384.0,6155.0,5750.0,5826.0,5284.0,5413.0,6498.0,5835.0,7514.0,6570.0,,,,
Gabon,GAB266,A.1.1.6,Oil bearing crops,tonnes,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,1668.0,4100.0,3900.0,2100.0,1100.0,7900.0,3600.0,2000.0,4500.0,1080.0,0.0,3069.0,5661.0,8495.0,2707.0,6101.0,22.0,213.0,2213.0,2.0,2.0,737.0,4041.0,1017.0,1000.0,1685.0,1775.0,408.0,226.0,477.0,,,,
Gambia,GMB270,A.1.1.6,Oil bearing crops,tonnes,72609.0,58331.0,72017.0,64756.0,82116.0,99643.0,97210.0,87924.0,54550.0,57195.0,67186.0,26249.0,42511.0,68618.0,52208.0,32010.0,25059.0,17241.0,30455.0,24340.0,23828.0,17304.0,18096.0,27500.0,26430.0,37536.0,32022.0,37536.0,30422.0,20544.0,32758.0,43267.0,62171.0,17268.0,19727.0,24686.0,24850.0,26733.0,21283.0,30292.0,18223.0,9669.0,35385.0,5604.0,,,,
Georgia,GEO268,A.1.1.6,Oil bearing crops,tonnes,,,,,,,,,,,,,,,,,,,,,,,5500.0,2000.0,0.0,927.0,242.0,17055.0,7.0,105.0,22.0,110.0,133.0,731.0,824.0,6807.0,15472.0,8001.0,13880.0,29460.0,21264.0,11827.0,21786.0,29618.0,,,,
